row_id,split,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_grade,nacionality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_credited,curricular_units_1st_sem_enrolled,curricular_units_1st_sem_evaluations,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_1st_sem_without_evaluations,curricular_units_2nd_sem_credited,curricular_units_2nd_sem_enrolled,curricular_units_2nd_sem_evaluations,curricular_units_2nd_sem_approved,curricular_units_2nd_sem_grade,curricular_units_2nd_sem_without_evaluations,unemployment_rate,inflation_rate,gdp,target
higher_ed_dropout_1854,train,1,1,3,9500,1,1,143.0,1,19,37,7,7,127.0,1,0,0,1,0,0,18,0,0,8,8,8,13.07375,0,0,8,8,8,13.07375,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_0281,train,1,39,1,8014,0,1,134.0,1,37,38,4,7,110.0,1,0,0,1,0,0,24,0,0,6,10,1,10.0,0,0,6,12,0,0.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_0376,test,1,17,2,9500,1,1,135.0,1,19,19,9,4,129.8,1,0,0,1,0,0,18,0,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1753,train,1,43,1,9500,1,1,134.0,1,38,19,5,8,120.7,0,0,0,1,0,1,19,0,0,7,9,6,13.0,0,0,8,11,8,13.927272727272726,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_0239,train,2,43,1,9991,0,2,120.0,1,37,37,9,8,120.0,0,0,0,1,0,0,36,0,8,12,21,11,11.5,0,7,12,22,12,11.4375,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_0208,test,1,17,1,9238,1,1,133.0,1,19,19,5,7,123.6,0,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.0,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_0574,valid,1,17,1,9500,1,1,142.0,1,38,37,9,8,130.8,1,0,0,1,0,1,19,0,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1209,train,1,1,1,9670,1,1,141.0,1,1,19,4,4,132.6,0,0,0,1,0,1,18,0,0,6,8,6,14.0,0,0,6,7,6,13.142857142857142,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0571,train,1,1,4,9238,1,1,125.0,1,19,1,4,5,122.6,1,1,0,1,0,0,18,0,0,6,9,5,11.833333333333334,0,0,6,8,2,11.5,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_0814,train,1,1,2,9773,1,1,140.0,1,38,38,5,7,126.4,1,0,0,1,1,1,18,0,0,6,8,6,12.666666666666666,0,0,6,6,6,13.5,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0672,valid,2,39,1,8014,0,1,130.0,1,37,37,6,5,113.5,1,0,0,1,0,0,36,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_0371,train,1,1,5,9070,1,1,123.0,1,3,1,9,3,121.3,1,0,0,1,0,0,20,0,0,6,6,6,11.166666666666666,0,0,6,9,6,11.5,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_0507,train,1,1,2,171,1,1,129.0,1,37,37,9,9,122.0,1,0,0,0,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0931,train,2,39,2,8014,0,19,100.0,1,37,37,4,7,100.0,0,0,1,1,0,0,37,0,0,6,9,6,11.833333333333334,0,0,6,7,6,11.0,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_1623,train,1,17,1,9130,1,1,157.0,1,3,2,3,6,150.9,1,0,0,1,0,0,18,0,0,6,8,6,15.0,0,0,6,8,5,15.166666666666666,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_1838,train,1,1,2,9147,1,1,132.0,1,1,19,4,3,126.4,1,0,0,1,0,1,18,0,0,5,13,3,10.6,0,0,5,12,3,10.5,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0088,valid,2,1,1,8014,0,1,151.0,1,37,37,9,9,152.4,0,0,0,1,0,0,40,0,0,6,7,6,11.333333333333334,0,0,6,7,6,10.5,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0302,valid,1,1,1,9085,1,1,129.0,1,1,38,4,7,123.4,0,0,0,1,0,0,19,0,0,5,6,5,12.4,0,0,5,6,5,13.4,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_1458,train,2,43,1,9085,1,1,160.0,1,37,37,9,7,120.0,0,0,0,1,1,0,21,0,0,5,11,0,0.0,2,0,5,11,3,11.666666666666666,1,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_1358,test,2,39,1,8014,0,19,100.0,1,38,19,0,10,111.3,0,0,1,0,0,0,25,0,0,6,7,6,13.333333333333334,0,0,6,6,6,13.5,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_1592,valid,1,39,1,8014,0,1,100.0,1,12,5,9,4,116.5,0,0,1,0,0,0,37,0,0,6,6,0,0.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout
higher_ed_dropout_0910,train,1,1,1,9147,1,1,132.0,1,19,38,9,7,119.1,0,0,0,0,1,0,19,0,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_1180,train,1,44,1,9003,1,39,130.0,1,3,1,4,6,130.0,0,0,0,1,1,0,19,0,0,6,8,5,11.5,0,0,6,11,6,11.333333333333334,0,12.4,0.5,1.79,Enrolled
higher_ed_dropout_1395,train,2,7,1,9147,1,3,110.0,1,19,1,9,9,110.0,0,0,0,1,0,0,33,0,5,8,10,6,12.833333333333334,0,2,5,8,4,12.0,0,11.1,0.6,2.02,Enrolled
higher_ed_dropout_1432,train,1,17,1,9238,1,1,116.0,1,19,19,7,7,111.1,1,0,0,1,0,1,18,0,0,6,9,6,11.333333333333334,0,0,6,9,6,11.833333333333334,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_0862,train,1,1,1,171,1,1,169.0,1,19,37,9,7,176.0,1,0,0,1,0,1,18,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0442,train,1,39,1,9003,1,12,133.1,1,37,1,9,10,130.0,0,0,0,1,1,0,28,0,0,6,6,0,0.0,0,0,6,6,0,0.0,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_1686,train,1,17,4,9773,1,1,134.0,1,1,1,3,3,120.4,1,0,0,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1766,train,1,5,2,9070,1,1,143.0,1,1,1,4,10,146.2,1,0,0,1,1,0,18,0,0,6,7,5,13.2,0,0,6,6,5,11.8,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_0795,train,1,17,3,9853,1,1,140.0,1,38,38,5,7,126.7,1,0,0,1,0,0,19,0,0,6,9,5,12.4,0,0,6,10,3,10.666666666666666,0,10.8,1.4,1.74,Dropout
higher_ed_dropout_0301,train,1,17,2,9773,1,1,148.0,1,3,38,2,6,144.2,1,0,0,1,0,0,18,0,0,6,6,6,15.166666666666666,0,0,6,7,6,14.285714285714286,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0070,train,1,43,1,9070,1,1,117.0,1,1,1,4,7,112.5,1,0,0,1,1,0,19,0,3,6,7,3,11.666666666666666,0,1,6,13,4,10.333333333333334,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_0484,valid,1,1,1,9500,1,1,133.0,1,1,19,9,6,121.5,1,0,0,1,0,1,20,0,0,7,8,6,12.396666666666668,0,0,8,9,7,12.94285714285714,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0115,train,3,39,1,9991,0,1,120.0,1,37,1,9,2,170.0,0,0,0,1,1,0,43,0,0,5,5,5,11.8,0,0,5,6,5,14.0,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1847,train,1,43,1,9991,0,2,110.0,1,37,37,9,9,112.9,0,0,0,1,0,0,38,0,14,15,16,14,10.928571428571429,0,12,14,16,12,11.833333333333334,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_0681,train,1,39,1,9991,0,1,110.0,1,37,37,9,9,139.0,0,0,0,1,1,0,40,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_1973,train,1,44,1,9003,1,39,160.0,1,1,38,4,4,160.0,1,0,0,1,1,1,20,0,0,6,9,6,13.444444444444445,0,0,6,9,5,12.6,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0578,train,1,1,3,9500,1,1,134.0,1,1,37,8,7,120.5,1,0,0,1,1,1,18,0,0,7,12,7,11.716666666666663,0,0,8,13,4,10.868,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1794,train,1,39,1,9991,0,1,120.0,1,37,37,9,9,120.0,1,0,0,0,1,0,25,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1517,valid,1,17,5,9853,1,1,141.0,1,3,19,2,7,130.9,1,0,0,1,0,0,18,0,0,6,7,6,13.5,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_0063,train,1,17,1,8014,0,1,132.0,1,37,19,5,5,121.2,0,0,0,1,0,0,18,0,0,6,8,5,12.2,0,0,6,10,5,12.8,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_1915,valid,1,17,1,9773,1,1,125.0,1,37,37,5,7,120.1,0,0,0,1,0,1,18,0,0,6,7,6,12.5,0,0,6,8,6,13.333333333333334,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_0530,train,2,42,1,9070,1,1,170.0,1,37,25,0,4,148.5,0,0,0,1,1,0,47,0,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1979,train,1,17,1,9070,1,1,134.0,1,1,1,5,0,133.3,1,0,0,1,1,0,18,0,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0558,train,1,39,1,9991,0,1,130.0,1,1,1,9,7,152.1,0,0,0,1,1,0,28,0,0,5,13,2,11.0,0,0,5,12,1,12.0,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_0493,train,1,17,1,9238,1,1,134.0,1,38,19,7,7,124.2,0,0,0,1,0,1,21,0,0,6,11,4,11.25,0,0,6,12,4,11.4,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_0059,train,1,15,1,9119,1,1,133.1,41,2,2,2,2,100.0,0,0,1,1,1,0,24,1,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,Enrolled
higher_ed_dropout_1412,train,1,44,1,9003,1,39,160.0,1,37,37,9,7,160.0,1,0,0,0,1,0,30,0,4,9,18,6,11.833333333333334,0,1,8,21,4,11.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_0159,valid,1,16,1,9085,1,1,150.0,1,3,3,2,1,153.5,1,0,0,1,0,0,19,0,0,6,7,6,15.714285714285714,0,0,6,6,6,14.666666666666666,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_0972,test,1,43,1,9070,1,1,115.0,1,12,12,1,10,115.0,0,0,1,1,1,0,21,0,5,11,12,9,11.77777777777778,0,3,8,11,3,13.666666666666666,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1768,valid,1,1,1,9853,1,1,133.0,1,1,38,5,10,131.3,1,0,0,1,0,0,20,0,0,6,9,5,14.333333333333334,0,4,8,8,8,12.625,0,15.5,2.8,-4.06,Enrolled
higher_ed_dropout_0735,train,1,1,1,9773,1,1,133.0,1,1,3,3,3,135.8,1,0,0,1,0,0,19,0,0,6,6,6,15.0,0,0,6,6,6,13.333333333333334,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_1638,test,1,1,4,9147,1,1,108.0,1,3,1,3,4,109.1,1,0,0,1,1,0,19,0,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.4,0.5,1.79,Dropout
higher_ed_dropout_0818,train,1,39,1,9003,1,1,130.0,1,19,1,9,6,126.1,1,0,0,0,1,0,27,0,0,6,6,0,0.0,0,0,6,8,0,0.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_0753,train,1,39,1,9130,1,1,150.0,1,19,19,9,5,160.0,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_1960,train,1,1,1,9991,0,1,130.0,1,2,37,3,9,131.4,0,0,0,1,1,0,34,0,0,5,6,5,12.4,0,0,5,9,5,13.428571428571429,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0393,train,1,17,4,9238,1,1,129.0,1,37,37,9,8,117.1,1,0,0,1,1,0,21,0,0,6,6,6,12.333333333333334,0,0,6,7,6,13.666666666666666,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_0135,train,2,39,1,9119,1,3,120.0,1,37,37,4,7,122.5,0,0,0,0,0,0,32,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0903,valid,1,17,1,9500,1,1,130.0,1,3,3,2,2,131.1,0,0,0,1,1,0,19,0,0,7,8,7,12.12142857142857,0,0,9,12,8,11.50625,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0377,test,1,17,3,9500,1,1,138.0,1,3,3,4,5,130.0,1,0,0,1,0,0,18,0,0,7,8,7,14.85,0,0,8,8,8,15.2,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_1993,valid,1,1,1,9238,1,1,106.0,1,1,1,3,3,105.0,0,0,0,1,1,0,20,0,0,6,9,5,11.0,0,0,6,9,5,12.166666666666666,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_1365,test,1,1,1,9500,1,1,125.0,1,19,19,9,10,122.0,1,0,1,1,0,0,19,0,0,7,0,0,0.0,0,0,8,0,0,0.0,0,11.1,0.6,2.02,Dropout
higher_ed_dropout_0033,valid,1,17,4,9500,1,1,129.0,1,38,37,9,5,120.0,1,0,0,1,0,0,19,0,0,8,8,7,12.454285714285716,0,0,8,8,7,12.454285714285716,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_1661,test,1,1,2,9500,1,1,132.0,1,37,37,5,7,127.5,1,0,0,1,0,0,20,0,0,8,8,8,12.48375,0,0,8,8,8,12.48375,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1201,test,1,1,1,9238,1,1,145.0,1,19,1,6,5,127.9,1,0,0,1,0,0,19,0,0,6,7,6,13.714285714285714,0,0,6,6,6,13.166666666666666,0,12.7,3.7,-1.7,Graduate
higher_ed_dropout_0480,train,1,17,2,9773,1,1,124.0,1,1,1,4,4,127.9,1,0,0,1,1,0,20,0,0,6,11,3,13.666666666666666,0,0,6,13,4,10.25,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_1746,train,1,1,4,9670,1,1,130.0,1,1,1,9,9,124.1,1,0,0,1,0,0,18,0,0,6,6,6,14.166666666666666,0,0,6,7,6,13.428571428571429,0,8.9,1.4,3.51,Enrolled
higher_ed_dropout_1649,train,1,17,1,9254,1,1,122.0,1,37,37,5,6,114.3,0,0,0,0,0,0,20,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_0802,test,1,1,3,9500,1,1,140.0,1,19,37,9,9,125.5,1,0,0,1,0,1,19,0,0,8,8,7,14.232857142857142,0,0,8,8,7,14.232857142857142,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0021,train,1,1,1,9670,1,1,115.0,1,19,37,9,9,114.3,0,0,0,1,1,0,18,0,0,6,7,4,12.6,0,0,6,6,4,13.0,0,12.4,0.5,1.79,Dropout
higher_ed_dropout_0330,train,1,17,5,9773,1,1,113.0,1,38,38,191,175,110.2,1,0,1,1,0,0,19,0,0,6,6,5,11.6,0,0,6,6,6,12.5,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_0998,train,1,1,5,9500,1,1,122.0,1,37,3,9,2,116.8,1,0,0,1,0,0,20,0,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0195,train,1,17,5,9500,1,1,143.0,1,38,1,9,7,130.6,1,0,0,1,0,1,18,0,0,7,8,7,13.15,0,0,8,9,8,15.06875,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0391,train,1,1,4,9147,1,1,146.0,1,3,1,3,10,138.7,0,0,0,1,1,0,18,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout
higher_ed_dropout_0890,valid,1,1,1,9670,1,1,121.0,1,37,37,5,9,116.5,1,0,0,1,0,0,23,0,0,5,7,3,11.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_1660,test,1,1,2,9085,1,1,120.0,1,38,1,9,3,118.3,1,0,0,1,0,0,20,0,0,5,11,5,12.333333333333334,2,0,5,7,5,12.6,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_0755,train,1,51,1,9147,1,1,148.0,1,1,19,9,6,118.4,1,0,0,1,1,0,30,0,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,Dropout
higher_ed_dropout_0711,train,4,39,1,8014,0,19,133.1,1,34,34,0,0,100.0,0,0,0,1,0,0,48,0,0,6,11,1,10.0,0,0,6,11,1,11.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1029,train,1,53,1,9085,1,42,150.0,1,1,1,9,4,150.0,1,0,0,1,1,1,22,0,1,7,11,5,12.166666666666666,0,4,8,14,5,14.8,0,8.9,1.4,3.51,Dropout
higher_ed_dropout_1409,train,2,39,1,9003,1,1,168.0,1,1,41,9,3,153.9,0,0,1,0,1,0,34,0,0,6,7,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout
higher_ed_dropout_1254,train,1,17,1,9085,1,1,120.0,1,19,38,4,8,122.5,0,0,0,0,1,0,19,0,0,6,11,5,13.6,0,0,6,11,5,13.666666666666666,0,11.1,0.6,2.02,Enrolled
higher_ed_dropout_1071,train,1,39,1,9003,1,19,133.1,1,1,19,9,8,120.0,0,0,1,0,1,0,27,0,0,6,11,2,11.5,0,0,6,7,0,0.0,0,8.9,1.4,3.51,Dropout
higher_ed_dropout_1431,train,1,39,1,9670,1,1,133.1,1,19,19,3,9,118.0,0,0,0,1,1,0,27,0,0,6,7,6,14.0,0,0,6,7,6,14.714285714285714,0,8.9,1.4,3.51,Graduate
higher_ed_dropout_1048,train,1,1,1,9670,1,1,132.0,1,4,2,123,112,143.6,1,0,0,1,1,0,20,0,0,6,8,5,12.8,0,0,6,10,5,11.6,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_0970,valid,1,17,2,9119,1,1,116.0,1,19,1,9,7,112.2,0,0,0,1,1,0,19,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,16.2,0.3,-0.92,Dropout
higher_ed_dropout_0567,valid,1,17,5,9070,1,1,133.0,1,4,1,4,4,132.0,1,1,0,1,0,1,17,0,0,6,6,6,13.0,0,0,6,6,6,12.5,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1900,train,2,43,1,9147,1,2,120.0,1,37,37,9,9,122.8,0,0,1,0,0,0,42,0,13,13,13,13,11.923076923076923,0,12,12,12,12,12.5,0,15.5,2.8,-4.06,Dropout
higher_ed_dropout_1771,train,1,1,1,9238,1,1,120.0,1,3,3,3,3,111.6,0,0,0,1,0,0,20,0,0,6,6,6,14.5,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,Graduate
higher_ed_dropout_0254,train,1,1,2,9670,1,1,144.0,1,37,38,9,9,126.9,0,0,0,1,0,1,21,0,0,5,5,5,13.2,0,0,5,5,4,13.0,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_0870,train,1,1,2,9773,1,1,140.0,1,1,1,9,9,136.9,1,0,0,1,0,1,19,0,0,6,7,6,13.5,0,0,6,7,6,14.428571428571429,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1043,train,1,17,2,9238,1,3,105.0,1,37,37,7,8,129.7,1,0,0,1,0,1,20,0,0,6,6,6,12.333333333333334,0,0,6,6,6,10.666666666666666,0,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1309,train,1,43,1,9070,1,1,135.0,1,1,38,3,9,126.4,1,0,0,1,0,1,20,0,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1417,valid,1,15,1,9670,1,1,160.0,1,37,12,9,9,149.5,1,0,0,0,1,0,19,0,0,6,6,6,13.0,0,0,6,8,6,13.0,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_0788,valid,2,39,1,9500,1,1,133.1,1,37,37,191,172,115.2,0,0,0,1,0,0,48,0,0,7,11,4,11.75,0,0,7,14,3,11.725,0,11.1,0.6,2.02,Enrolled
higher_ed_dropout_0437,train,1,1,2,9085,1,1,130.0,1,19,19,90,90,122.0,0,0,0,1,0,0,20,0,0,5,6,5,12.6,0,0,5,8,4,12.333333333333334,0,7.6,2.6,0.32,Graduate
higher_ed_dropout_0695,train,1,39,1,9991,0,1,133.1,1,37,37,9,9,126.3,0,0,0,1,0,1,26,0,0,5,7,0,0.0,0,0,5,8,0,0.0,0,16.2,0.3,-0.92,Dropout
higher_ed_dropout_1143,train,1,1,1,9238,1,1,130.0,1,38,38,7,7,136.3,1,0,0,1,1,0,18,0,0,6,8,6,12.5,0,0,6,7,6,11.5,0,10.8,1.4,1.74,Graduate
higher_ed_dropout_0535,train,1,39,1,9003,1,19,133.1,1,37,37,9,9,100.0,0,0,0,1,0,0,60,0,0,6,10,6,12.75,0,0,6,6,4,14.75,0,13.9,-0.3,0.79,Graduate
higher_ed_dropout_1741,train,1,43,3,9254,1,1,110.0,1,37,37,9,9,107.2,1,0,0,1,1,0,19,0,1,6,16,2,10.5,0,0,6,15,4,10.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_1021,train,1,17,1,171,1,1,130.0,1,3,1,9,9,126.9,1,0,0,1,0,0,20,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Dropout
higher_ed_dropout_0482,train,1,1,4,9500,1,1,117.0,1,1,1,4,7,109.3,1,0,0,1,0,1,18,0,0,7,7,7,13.117142857142856,0,0,8,9,7,12.6,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_1984,train,1,17,1,9147,1,1,137.0,1,1,37,5,9,131.4,1,0,0,1,1,0,22,0,0,5,8,2,10.0,0,0,5,7,1,10.0,0,7.6,2.6,0.32,Dropout
higher_ed_dropout_0860,train,1,1,2,9773,1,1,122.0,1,37,37,9,9,126.9,1,0,0,1,0,1,19,0,0,6,11,4,11.0,0,0,6,11,3,11.666666666666666,0,9.4,-0.8,-3.12,Enrolled
higher_ed_dropout_0178,train,1,1,2,9070,1,1,129.0,1,1,1,4,9,132.9,1,0,0,1,1,1,20,0,0,6,9,6,11.375,0,0,6,6,5,13.8,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_1200,valid,1,17,2,9254,1,1,121.0,1,19,38,6,6,116.1,1,0,0,1,1,0,19,0,0,6,8,5,11.2,0,0,6,11,4,12.5,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_1769,test,1,1,6,9500,1,1,136.0,1,37,1,5,4,120.8,1,0,0,1,0,0,19,0,6,14,22,7,12.192307692307692,5,6,14,22,7,12.192307692307692,5,7.6,2.6,0.32,Graduate
higher_ed_dropout_0253,train,1,1,1,9500,1,1,152.0,1,41,19,3,5,137.8,0,0,0,1,0,0,19,0,0,7,7,7,13.694285714285714,0,0,8,9,8,14.355555555555554,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0938,test,1,17,6,9500,1,1,131.0,1,3,19,5,5,127.2,1,0,0,1,0,1,19,0,0,7,7,7,13.801428571428572,0,0,8,8,8,14.575,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_0240,train,5,39,1,9147,1,1,180.0,1,1,1,4,8,140.5,0,0,1,0,0,0,24,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,13.9,-0.3,0.79,Dropout
higher_ed_dropout_0590,train,1,1,1,9670,1,1,119.0,1,37,37,10,6,119.7,1,0,0,1,0,0,20,0,0,5,6,3,13.0,0,0,5,7,3,13.0,1,7.6,2.6,0.32,Enrolled
higher_ed_dropout_0880,train,1,17,2,9556,1,1,122.0,1,19,38,4,8,118.3,1,0,0,1,0,1,19,0,0,7,7,7,11.971428571428572,0,0,8,8,8,14.4375,0,15.5,2.8,-4.06,Graduate
higher_ed_dropout_0228,train,1,1,2,9500,1,1,125.0,1,19,19,9,9,114.9,0,0,0,1,0,0,18,0,0,7,8,6,13.133333333333333,0,0,8,12,7,12.221428571428572,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_1717,train,1,17,5,9238,1,1,122.0,1,37,37,7,5,112.9,1,0,0,1,0,1,19,0,0,6,8,6,12.125,0,0,6,7,6,12.714285714285714,0,16.2,0.3,-0.92,Graduate
higher_ed_dropout_0845,test,1,39,1,9119,1,19,133.1,1,19,19,5,3,100.9,1,0,0,1,1,0,24,0,0,5,9,1,12.0,0,0,5,6,3,10.5,0,10.8,1.4,1.74,Enrolled
higher_ed_dropout_1435,valid,1,1,4,9670,1,1,128.0,1,38,38,3,7,121.0,1,0,0,1,0,0,19,0,0,6,8,6,13.5,0,0,6,9,6,13.571428571428571,0,11.1,0.6,2.02,Graduate
higher_ed_dropout_1828,train,1,43,1,9147,1,1,123.0,1,3,19,9,9,113.2,0,0,0,1,0,0,21,0,3,10,18,6,11.166666666666666,2,4,10,16,7,10.571428571428571,0,7.6,2.6,0.32,Enrolled
higher_ed_dropout_1095,train,1,43,1,9500,1,1,136.0,1,19,37,173,183,118.4,1,0,0,1,0,0,21,0,0,7,12,4,13.125,0,0,7,8,6,12.333333333333334,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_0763,train,1,44,1,9085,1,1,140.0,1,1,2,3,3,140.0,0,0,0,1,0,0,20,0,0,6,7,6,14.285714285714286,0,0,6,9,3,13.0,0,13.9,-0.3,0.79,Enrolled
higher_ed_dropout_0757,train,1,17,1,9147,1,1,115.0,1,19,37,5,7,112.9,1,0,0,0,1,0,19,0,0,5,7,2,12.5,0,0,5,13,1,11.0,0,9.4,-0.8,-3.12,Dropout
higher_ed_dropout_1732,valid,1,18,1,9085,1,1,106.0,1,1,19,3,5,104.6,0,0,0,0,1,0,21,0,0,6,10,5,14.0,0,0,6,11,4,14.8,0,11.1,0.6,2.02,Enrolled
higher_ed_dropout_1340,train,1,1,2,9085,1,1,160.0,1,4,19,2,5,162.1,1,0,0,1,0,0,18,0,0,5,8,5,16.166666666666668,2,0,5,9,5,14.285714285714286,1,9.4,-0.8,-3.12,Graduate
higher_ed_dropout_1862,train,1,17,3,9147,1,1,118.0,1,1,19,5,7,118.0,0,0,0,1,0,0,20,0,0,5,11,4,11.0,0,0,5,7,5,13.2,0,12.4,0.5,1.79,Enrolled
