row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_1040,train,DDD,2014J,548486,M,North Region,A Level or Equivalent,,0-35,1,60,N,Withdrawn
oulad_final_result_1572,train,DDD,2013B,524137,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_1783,train,BBB,2013B,2591421,F,London Region,A Level or Equivalent,10-20,35-55,0,90,N,Withdrawn
oulad_final_result_0178,train,FFF,2013J,382125,M,North Region,Lower Than A Level,10-20,0-35,1,90,N,Withdrawn
oulad_final_result_1891,valid,DDD,2013J,568045,M,East Anglian Region,Lower Than A Level,20-30%,35-55,0,120,N,Withdrawn
oulad_final_result_1784,train,FFF,2013J,585574,M,South Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
oulad_final_result_1541,valid,CCC,2014J,632389,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1894,valid,DDD,2013J,261495,F,South West Region,A Level or Equivalent,40-50%,0-35,0,90,Y,Withdrawn
oulad_final_result_0774,train,FFF,2014J,687351,M,Scotland,HE Qualification,30-40%,0-35,0,60,N,Pass
oulad_final_result_1240,valid,EEE,2014J,332945,M,South East Region,HE Qualification,50-60%,0-35,0,60,N,Pass
oulad_final_result_1720,train,BBB,2014J,596988,F,West Midlands Region,Lower Than A Level,20-30%,0-35,1,60,Y,Pass
oulad_final_result_1465,test,FFF,2013J,2523035,M,North Region,A Level or Equivalent,0-10%,35-55,0,90,N,Pass
oulad_final_result_1864,train,FFF,2013B,532476,M,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn
oulad_final_result_0487,valid,BBB,2013J,617472,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_0118,train,FFF,2014J,375527,M,South Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
oulad_final_result_1337,test,BBB,2014B,613743,F,Wales,HE Qualification,70-80%,35-55,0,120,N,Pass
oulad_final_result_0955,test,DDD,2014J,623641,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Pass
oulad_final_result_0301,valid,FFF,2014B,622130,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
oulad_final_result_0418,train,DDD,2014B,306944,F,South East Region,A Level or Equivalent,50-60%,0-35,2,120,N,Fail
oulad_final_result_1153,test,EEE,2013J,1073766,M,East Midlands Region,HE Qualification,80-90%,35-55,0,60,N,Pass
oulad_final_result_0079,train,CCC,2014J,631023,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,N,Withdrawn
oulad_final_result_0687,test,GGG,2014B,622482,F,South West Region,Lower Than A Level,30-40%,35-55,0,30,N,Withdrawn
oulad_final_result_0285,test,FFF,2014J,578495,M,South East Region,HE Qualification,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_0414,test,DDD,2014J,636503,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Fail
oulad_final_result_0542,train,CCC,2014B,124124,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0838,train,EEE,2014B,626625,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
oulad_final_result_1107,test,FFF,2013B,523833,M,East Midlands Region,Lower Than A Level,80-90%,35-55,0,120,N,Pass
oulad_final_result_1384,train,BBB,2013J,592772,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_1593,train,DDD,2013B,534203,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_0386,train,FFF,2014J,697998,M,East Anglian Region,Lower Than A Level,90-100%,35-55,0,120,N,Pass
oulad_final_result_0142,valid,FFF,2014B,627280,M,Scotland,A Level or Equivalent,50-60%,0-35,0,90,N,Withdrawn
oulad_final_result_0810,test,DDD,2014J,2333244,F,Wales,HE Qualification,60-70%,35-55,1,90,N,Pass
oulad_final_result_0550,train,DDD,2014B,187663,M,North Region,HE Qualification,10-20,0-35,0,60,N,Pass
oulad_final_result_0792,train,BBB,2014J,592815,F,West Midlands Region,No Formal quals,0-10%,0-35,1,60,N,Withdrawn
oulad_final_result_0002,train,BBB,2014B,628190,F,Scotland,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_1639,test,FFF,2014B,597378,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1516,valid,FFF,2014J,649258,M,Wales,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
oulad_final_result_0376,test,DDD,2014B,2686365,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,1,120,N,Fail
oulad_final_result_1546,train,DDD,2014J,683718,M,Scotland,A Level or Equivalent,90-100%,35-55,0,90,N,Pass
oulad_final_result_0769,test,CCC,2014B,353660,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn
oulad_final_result_0357,test,GGG,2014B,613981,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Fail
oulad_final_result_0248,train,EEE,2014J,298148,M,London Region,HE Qualification,70-80%,0-35,0,80,N,Pass
oulad_final_result_0614,train,EEE,2013J,569560,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,N,Pass
oulad_final_result_1949,valid,AAA,2014J,1484804,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass
oulad_final_result_1638,train,CCC,2014J,685212,M,West Midlands Region,HE Qualification,30-40%,35-55,0,120,N,Pass
oulad_final_result_1934,train,FFF,2013J,592538,M,North Region,Lower Than A Level,,0-35,0,60,N,Withdrawn
oulad_final_result_1935,train,CCC,2014J,578026,M,London Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0056,test,EEE,2013J,585464,M,South Region,A Level or Equivalent,80-90%,0-35,0,60,N,Pass
oulad_final_result_1517,train,BBB,2014J,635777,F,Wales,A Level or Equivalent,30-40%,0-35,1,60,N,Pass
oulad_final_result_1181,train,GGG,2014J,644188,F,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Pass
oulad_final_result_0667,train,GGG,2014J,260951,F,East Anglian Region,No Formal quals,70-80%,0-35,0,30,N,Fail
oulad_final_result_1203,valid,FFF,2013B,478660,M,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
oulad_final_result_1655,valid,BBB,2013J,586742,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,Pass
oulad_final_result_1807,train,EEE,2014B,623609,M,North Western Region,Lower Than A Level,50-60%,35-55,0,60,N,Fail
oulad_final_result_0600,train,EEE,2013J,570488,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0761,train,DDD,2014B,2091387,M,London Region,HE Qualification,30-40%,35-55,0,90,N,Distinction
oulad_final_result_0223,valid,DDD,2013J,573709,M,East Midlands Region,HE Qualification,10-20,0-35,0,210,N,Withdrawn
oulad_final_result_1683,train,BBB,2014J,698509,F,Wales,HE Qualification,30-40%,35-55,0,120,N,Distinction
oulad_final_result_1763,test,BBB,2014J,677411,F,North Region,Lower Than A Level,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_1893,train,BBB,2014B,588484,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_1039,train,DDD,2013J,332726,F,South East Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail
oulad_final_result_0281,train,BBB,2013J,333117,F,Ireland,A Level or Equivalent,20-30%,0-35,0,90,N,Withdrawn
oulad_final_result_0428,train,GGG,2014J,276893,F,South West Region,A Level or Equivalent,30-40%,0-35,0,30,Y,Pass
oulad_final_result_1600,test,BBB,2013J,514776,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,Fail
oulad_final_result_0402,train,BBB,2013B,549106,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
oulad_final_result_1267,test,DDD,2014J,2622441,M,London Region,Lower Than A Level,30-40%,35-55,0,120,N,Pass
oulad_final_result_0187,train,DDD,2013J,586823,M,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
oulad_final_result_0182,train,EEE,2013J,580372,M,Yorkshire Region,HE Qualification,70-80%,0-35,0,60,N,Fail
oulad_final_result_1993,valid,FFF,2014J,573583,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass
oulad_final_result_0545,train,FFF,2013J,171692,F,Wales,A Level or Equivalent,0-10%,0-35,0,90,N,Fail
oulad_final_result_0003,train,DDD,2013B,477451,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,Y,Pass
oulad_final_result_1300,train,DDD,2013J,599425,M,North Western Region,HE Qualification,10-20,0-35,0,150,N,Pass
oulad_final_result_1574,test,DDD,2013B,134025,M,London Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
oulad_final_result_0859,train,DDD,2013B,2332060,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,Y,Pass
oulad_final_result_1860,train,EEE,2014J,677776,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1633,train,BBB,2014J,544177,F,South Region,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0702,train,CCC,2014J,528021,M,South Region,Lower Than A Level,90-100%,0-35,1,30,N,Withdrawn
oulad_final_result_1096,train,FFF,2014J,695825,M,North Region,Lower Than A Level,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_0581,train,FFF,2013J,395373,M,North Region,A Level or Equivalent,,0-35,2,120,N,Pass
oulad_final_result_0619,train,DDD,2013B,2648271,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_1835,test,FFF,2013J,598962,M,South East Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0846,test,DDD,2013J,580706,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1490,train,AAA,2014J,146503,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,120,Y,Pass
oulad_final_result_0610,train,FFF,2014J,2343785,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
oulad_final_result_1458,train,BBB,2014J,693643,F,London Region,No Formal quals,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0409,train,EEE,2014J,652302,M,Scotland,HE Qualification,70-80%,0-35,0,60,N,Pass
oulad_final_result_1305,valid,FFF,2014J,580926,M,North Western Region,Lower Than A Level,30-40%,0-35,2,120,Y,Fail
oulad_final_result_1289,train,GGG,2013J,1873505,F,North Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_0523,train,CCC,2014J,362140,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,90,N,Pass
oulad_final_result_0573,train,CCC,2014B,634349,M,Scotland,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
oulad_final_result_0912,train,DDD,2013J,1830562,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Fail
oulad_final_result_1223,train,FFF,2013B,368507,F,North Western Region,A Level or Equivalent,30-40%,0-35,0,60,N,Fail
oulad_final_result_1941,train,EEE,2014J,648834,M,Scotland,HE Qualification,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0180,train,CCC,2014B,629628,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1830,train,BBB,2013B,1997796,F,North Region,A Level or Equivalent,,35-55,0,60,N,Distinction
oulad_final_result_0160,test,AAA,2013J,318933,F,East Anglian Region,HE Qualification,80-90%,0-35,0,120,N,Pass
oulad_final_result_0654,valid,DDD,2013J,583871,F,South West Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
oulad_final_result_0485,train,BBB,2014J,636302,F,Scotland,A Level or Equivalent,50-60%,35-55,0,60,Y,Pass
oulad_final_result_1361,train,FFF,2013J,607866,M,South Region,Lower Than A Level,40-50%,0-35,0,60,Y,Withdrawn
oulad_final_result_0159,valid,FFF,2013B,554908,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
oulad_final_result_1261,valid,AAA,2013J,98094,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Pass
oulad_final_result_0316,test,GGG,2014B,2677135,M,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
oulad_final_result_1478,train,BBB,2014B,635241,F,Wales,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
oulad_final_result_1358,test,BBB,2013B,534426,F,North Western Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1822,train,FFF,2013J,581838,M,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass
oulad_final_result_0035,test,FFF,2013J,605621,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
oulad_final_result_1115,test,BBB,2013J,591787,F,London Region,Lower Than A Level,0-10%,35-55,0,60,N,Pass
oulad_final_result_1635,train,FFF,2013J,577404,F,London Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction
oulad_final_result_1178,train,BBB,2014B,2502127,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Distinction
oulad_final_result_0801,train,DDD,2014B,583053,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_0666,train,BBB,2014B,628379,F,South Region,Lower Than A Level,20-30%,35-55,0,60,N,Fail
oulad_final_result_0431,train,GGG,2014B,632959,M,North Region,Lower Than A Level,20-30%,35-55,0,30,N,Distinction
oulad_final_result_0181,train,DDD,2013J,562758,F,North Western Region,A Level or Equivalent,0-10%,0-35,0,180,Y,Withdrawn
oulad_final_result_1401,train,DDD,2013J,469389,F,East Anglian Region,No Formal quals,70-80%,0-35,0,70,N,Withdrawn
oulad_final_result_0629,train,GGG,2014J,581957,F,North Western Region,Lower Than A Level,20-30%,0-35,0,30,N,Fail
oulad_final_result_0708,train,EEE,2014J,563534,M,Ireland,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
oulad_final_result_0360,test,DDD,2013B,246652,M,Wales,HE Qualification,10-20,35-55,0,120,N,Pass
oulad_final_result_0979,train,FFF,2013B,556251,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0433,valid,DDD,2013J,589723,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0351,train,BBB,2014J,646202,F,Scotland,HE Qualification,90-100%,0-35,0,60,N,Pass
oulad_final_result_1772,train,BBB,2014J,690003,M,Ireland,Lower Than A Level,60-70%,0-35,0,60,N,Pass
oulad_final_result_0741,valid,AAA,2014J,400682,F,London Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_0001,train,DDD,2014B,2588543,F,North Western Region,A Level or Equivalent,30-40%,35-55,2,60,Y,Fail
oulad_final_result_0997,valid,FFF,2014B,341044,M,South West Region,No Formal quals,20-30%,0-35,1,90,N,Fail
oulad_final_result_1618,test,CCC,2014B,589525,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,Y,Distinction
oulad_final_result_1714,train,DDD,2014J,445429,M,London Region,Lower Than A Level,70-80%,35-55,0,60,N,Pass
oulad_final_result_0817,train,BBB,2014B,617717,F,North Western Region,A Level or Equivalent,0-10%,35-55,0,60,N,Fail
oulad_final_result_1998,test,EEE,2014B,544052,M,Scotland,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
oulad_final_result_0335,train,FFF,2013B,466329,F,South East Region,Lower Than A Level,60-70%,0-35,0,120,N,Fail
oulad_final_result_0390,train,FFF,2013J,515833,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
oulad_final_result_1122,train,GGG,2013J,551389,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
oulad_final_result_1588,valid,BBB,2014B,574569,F,London Region,A Level or Equivalent,30-40%,0-35,0,120,N,Pass
oulad_final_result_0342,train,BBB,2013J,600856,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Distinction
oulad_final_result_1089,train,DDD,2013J,562437,M,South East Region,A Level or Equivalent,50-60%,0-35,0,90,N,Pass
oulad_final_result_0478,train,DDD,2014J,2098108,M,South Region,Lower Than A Level,80-90%,35-55,0,120,Y,Fail
oulad_final_result_1168,train,DDD,2013B,467294,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_1547,train,CCC,2014B,592051,M,Scotland,HE Qualification,50-60%,35-55,0,120,Y,Withdrawn
oulad_final_result_1562,train,CCC,2014B,513934,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1716,train,BBB,2014J,73584,F,South West Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn
oulad_final_result_0877,train,BBB,2013B,2444703,F,West Midlands Region,Lower Than A Level,0-10%,0-35,2,120,N,Fail
oulad_final_result_0936,valid,EEE,2014J,2550960,F,Wales,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
oulad_final_result_0208,train,BBB,2013B,548520,M,Wales,Lower Than A Level,10-20,35-55,0,60,N,Fail
oulad_final_result_0213,train,GGG,2014J,692018,F,South Region,A Level or Equivalent,90-100%,0-35,0,30,Y,Pass
oulad_final_result_1404,train,GGG,2014J,654062,F,North Western Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass
oulad_final_result_1728,valid,GGG,2013J,2271264,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,30,N,Pass
oulad_final_result_0981,train,BBB,2014B,551718,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
oulad_final_result_1050,train,GGG,2014J,636018,F,North Western Region,Lower Than A Level,0-10%,0-35,0,30,N,Pass
oulad_final_result_1148,train,FFF,2014J,682596,F,London Region,A Level or Equivalent,0-10%,35-55,0,60,N,Withdrawn
oulad_final_result_1183,train,EEE,2014J,697460,M,Scotland,HE Qualification,60-70%,0-35,0,60,N,Fail
oulad_final_result_0869,train,DDD,2013B,535747,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,Withdrawn
oulad_final_result_1234,train,FFF,2013B,2000491,M,London Region,Lower Than A Level,20-30%,35-55,0,90,N,Pass
oulad_final_result_0948,train,CCC,2014J,615241,M,Yorkshire Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction
oulad_final_result_1127,test,DDD,2014B,469425,M,East Anglian Region,HE Qualification,50-60%,0-35,0,120,N,Fail
oulad_final_result_0829,test,CCC,2014J,572746,M,West Midlands Region,Lower Than A Level,0-10%,0-35,0,30,N,Withdrawn
oulad_final_result_0731,train,CCC,2014B,1753458,M,North Region,HE Qualification,,35-55,0,60,N,Distinction
oulad_final_result_1426,test,BBB,2014B,610589,F,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,180,Y,Withdrawn
oulad_final_result_0197,train,FFF,2013B,414258,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_0495,train,FFF,2013J,594395,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Withdrawn
oulad_final_result_0241,train,DDD,2014B,2544678,M,London Region,Lower Than A Level,70-80%,0-35,0,60,Y,Withdrawn
oulad_final_result_0374,train,BBB,2013J,305173,M,Wales,Lower Than A Level,10-20,0-35,2,60,N,Fail
oulad_final_result_1187,train,AAA,2014J,2474849,F,Scotland,A Level or Equivalent,0-10%,35-55,1,60,N,Withdrawn
oulad_final_result_1316,train,FFF,2013J,485671,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,150,Y,Pass
oulad_final_result_1636,valid,AAA,2013J,470588,M,South East Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
oulad_final_result_1834,test,FFF,2014B,547884,M,South East Region,Lower Than A Level,50-60%,0-35,1,60,N,Fail
oulad_final_result_1155,test,BBB,2013B,554139,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
oulad_final_result_1161,valid,BBB,2013J,2487785,F,Ireland,Lower Than A Level,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0897,train,CCC,2014J,2533650,F,South West Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
oulad_final_result_0377,train,DDD,2013J,593973,M,South Region,Lower Than A Level,90-100%,0-35,0,90,N,Pass
oulad_final_result_1128,train,BBB,2013J,520286,F,Wales,Lower Than A Level,60-70%,35-55,0,60,N,Distinction
oulad_final_result_0970,train,FFF,2014B,613447,M,East Midlands Region,Lower Than A Level,10-20,0-35,0,120,Y,Fail
oulad_final_result_1626,test,AAA,2014J,369834,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1875,test,DDD,2013J,2678587,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1883,train,BBB,2014J,685740,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_0104,train,FFF,2013B,382086,F,South East Region,Lower Than A Level,90-100%,0-35,0,180,N,Withdrawn
oulad_final_result_0737,train,AAA,2014J,2207874,F,West Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail
oulad_final_result_1776,test,FFF,2014J,685952,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Fail
oulad_final_result_1100,train,BBB,2013B,25107,F,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,N,Pass
oulad_final_result_0787,train,DDD,2013J,508025,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass
oulad_final_result_0551,train,CCC,2014B,1568828,M,Wales,HE Qualification,80-90%,35-55,0,30,N,Distinction
oulad_final_result_1270,train,EEE,2014B,632700,M,London Region,A Level or Equivalent,0-10%,0-35,0,30,N,Pass
oulad_final_result_1882,train,DDD,2013J,555644,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
oulad_final_result_0092,train,GGG,2014J,688379,F,Scotland,Lower Than A Level,60-70%,0-35,0,30,N,Pass
oulad_final_result_0203,train,BBB,2014B,569864,F,London Region,Lower Than A Level,10-20,0-35,0,120,N,Pass
oulad_final_result_0358,train,BBB,2014J,598282,F,Ireland,Lower Than A Level,90-100%,0-35,1,60,N,Pass
oulad_final_result_0847,train,CCC,2014J,264723,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
oulad_final_result_1353,train,BBB,2014B,613718,F,Ireland,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_1722,test,DDD,2014B,586946,F,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0612,train,EEE,2014B,624384,M,Yorkshire Region,Lower Than A Level,50-60%,0-35,0,30,N,Withdrawn
oulad_final_result_0416,train,GGG,2014B,628245,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Fail
oulad_final_result_0538,train,DDD,2013B,1638119,M,Wales,A Level or Equivalent,80-90%,35-55,0,60,N,Fail
oulad_final_result_1504,train,DDD,2014J,633618,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,1,90,N,Pass
oulad_final_result_0210,train,DDD,2014J,686871,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_0117,train,CCC,2014B,1644328,M,East Midlands Region,HE Qualification,60-70%,35-55,0,60,N,Withdrawn
oulad_final_result_1915,test,DDD,2013J,610603,F,North Region,A Level or Equivalent,20-30%,0-35,0,60,Y,Pass
oulad_final_result_0468,train,DDD,2014J,416276,M,West Midlands Region,Lower Than A Level,10-20,0-35,1,120,Y,Withdrawn
oulad_final_result_0295,train,FFF,2014J,697027,M,South West Region,Lower Than A Level,30-40%,0-35,0,120,N,Fail
oulad_final_result_1082,valid,GGG,2014B,618621,F,North Region,Lower Than A Level,70-80%,35-55,0,30,N,Pass
oulad_final_result_0802,train,FFF,2013B,537728,M,North Region,A Level or Equivalent,,0-35,0,90,N,Withdrawn
oulad_final_result_1902,train,FFF,2014B,557650,M,London Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass
oulad_final_result_1694,train,EEE,2014B,618701,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,N,Withdrawn
oulad_final_result_0388,train,CCC,2014B,105523,M,Scotland,HE Qualification,60-70%,35-55,0,90,N,Pass
oulad_final_result_0935,train,BBB,2013B,545381,F,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
oulad_final_result_1198,test,BBB,2014B,506650,F,South West Region,A Level or Equivalent,80-90%,35-55,1,120,N,Pass
oulad_final_result_1105,valid,FFF,2013J,510534,M,South West Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
oulad_final_result_0356,train,DDD,2014B,564081,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Fail
oulad_final_result_0633,train,EEE,2014J,2151019,M,South West Region,Lower Than A Level,30-40%,35-55,0,60,N,Fail
oulad_final_result_1473,train,GGG,2013J,589126,F,South Region,A Level or Equivalent,70-80%,35-55,0,30,N,Distinction
oulad_final_result_0841,test,FFF,2013J,502696,M,South Region,A Level or Equivalent,80-90%,0-35,1,90,N,Withdrawn
oulad_final_result_1673,train,DDD,2013J,489209,F,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,N,Pass
oulad_final_result_1502,test,EEE,2013J,581439,M,West Midlands Region,HE Qualification,70-80%,0-35,0,60,N,Fail
oulad_final_result_1843,test,DDD,2013B,511109,M,Yorkshire Region,HE Qualification,0-10%,0-35,1,120,N,Fail
oulad_final_result_0476,train,DDD,2014J,685639,M,West Midlands Region,HE Qualification,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_1016,train,GGG,2013J,598667,F,South East Region,A Level or Equivalent,80-90%,0-35,0,30,N,Pass
oulad_final_result_0911,train,BBB,2014J,577354,F,Wales,HE Qualification,70-80%,0-35,1,60,N,Withdrawn
oulad_final_result_1519,train,EEE,2013J,445972,M,East Anglian Region,Post Graduate Qualification,90-100%,0-35,0,60,N,Distinction
oulad_final_result_1819,valid,EEE,2014B,519589,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
oulad_final_result_0401,train,EEE,2013J,609583,M,Wales,A Level or Equivalent,40-50%,0-35,0,90,N,Withdrawn
oulad_final_result_1162,valid,CCC,2014B,572854,F,South East Region,A Level or Equivalent,40-50%,0-35,0,90,N,Distinction
oulad_final_result_0878,train,BBB,2014J,656755,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail
oulad_final_result_0116,train,FFF,2013B,552721,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass
oulad_final_result_0303,test,DDD,2014B,622630,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_0813,valid,GGG,2014J,571583,M,London Region,Lower Than A Level,80-90%,35-55,0,30,N,Distinction
oulad_final_result_1987,train,BBB,2013B,550278,F,North Region,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn
oulad_final_result_1371,train,GGG,2014B,624679,F,East Anglian Region,Lower Than A Level,50-60%,35-55,0,30,Y,Fail
oulad_final_result_1258,train,DDD,2014B,579711,M,East Anglian Region,HE Qualification,80-90%,35-55,0,120,N,Pass
oulad_final_result_1774,test,BBB,2014J,2692969,F,Scotland,HE Qualification,80-90%,35-55,0,75,N,Pass
oulad_final_result_1249,train,BBB,2013B,552718,F,East Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail
oulad_final_result_1836,train,DDD,2013J,477412,M,West Midlands Region,HE Qualification,10-20,0-35,0,60,N,Pass
